model,auc,log_loss,brier,threshold_youden,accuracy_youden,precision_youden,recall_youden,f1_youden,threshold_f1,accuracy_f1,precision_f1,recall_f1,f1_f1
bert,0.9349466323150531,0.2697770505947119,0.067678129783175,0.2828878829088763,0.9060773480662984,0.723404255319149,0.8947368421052632,0.8,0.5523004454214964,0.9281767955801103,0.8205128205128205,0.8421052631578947,0.8311688311688312
